,Year,Country,Performer,Song,Place F,Points F,Place SF1,Points SF1,Place SF2,Points SF2
1610,2021,Bulgaria,b'VICTORIA',b'Growing Up Is Getting Old',11,170,,,3,250
1611,2021,Croatia,b'Albina',b'Tick-Tock',,,11,110,,
1612,2021,Cyprus,b'Elena Tsagrinou',b'El Diablo',16,94,6,170,,
1613,2021,Czech Republic,b'Benny Cristo',b'omaga',,,,,15,23
1614,2021,Denmark,b'Fyr Og Flamme',b'\xc3\x98ve Os P\xc3\xa5 Hinanden',,,,,11,89
1615,2021,Estonia,b'Uku Suviste',b'The Lucky One',,,,,13,58
1616,2021,Finland,b'Blind Channel',b'Dark Side',6,301,,,5,234
1617,2021,France,b'Barbara Pravi',b'Voil\xc3\xa0',2,499,,,,
1618,2021,Georgia,b'Tornike Kipiani',b'You',,,,,16,16
1619,2021,Germany,b'Jendrik',"b""I Don't Feel Hate""",25,3,,,,
1620,2021,Greece,b'Stefania',b'Last Dance',10,170,,,6,184
1621,2021,Iceland,b'Da\xc3\xb0i og Gagnamagni\xc3\xb0',b'10 Years',4,378,,,2,288
1622,2021,Ireland,b'Lesley Roy',b'MAPS',,,16,20,,
1623,2021,Israel,b'Eden Alene',b'Set Me Free',17,93,5,192,,
1624,2021,Italy,b'M\xc3\xa5neskin',b'Zitti E Buoni',1,524,,,,
1625,2021,Latvia,b'Samanta T\xc4\xabna',b'The Moon Is Rising',,,,,17,14
1626,2021,Lithuania,b'The Roop',b'Discoteque',8,220,4,203,,
1627,2021,Malta,b'Destiny',b'Je Me Casse',7,255,1,325,,
1628,2021,Moldova,b'Natalia Gordienko',b'SUGAR',13,115,,,7,179
1629,2021,Netherlands,b'Jeangu Macrooy',b'Birth Of A New Age',23,11,,,,
1630,2021,North Macedonia,b'Vasil',b'Here I Stand',,,15,23,,
1631,2021,Norway,b'TIX',b'Fallen Angel',18,75,10,115,,
1632,2021,Poland,b'RAFA\xc5\x81',b'The Ride',,,,,14,35
1633,2021,Portugal,b'The Black Mamba',b'Love Is On My Side',12,153,,,4,239
1634,2021,Romania,b'ROXEN',b'Amnesia',,,12,85,,
1635,2021,Russia,b'Manizha',b'Russian Woman',9,204,3,225,,
1636,2021,San Marino,b'Senhit',b'Adrenalina',22,50,,,9,118
1637,2021,Serbia,b'Hurricane',b'Loco Loco',15,102,,,8,124
1638,2021,Slovenia,b'Ana Sokli\xc4\x8d',b'Amen',,,13,44,,
1639,2021,Spain,b'Blas Cant\xc3\xb3',b'Voy A Quedarme',24,6,,,,
1640,2021,Sweden,b'Tusse',b'Voices',14,109,7,142,,
1641,2021,Switzerland,"b""Gjon's Tears""","b""Tout l'Univers""",3,432,,,1,291
1642,2021,Ukraine,b'Go_A',b'Shum',5,364,2,267,,
1643,2021,United Kingdom,b'James Newman',b'Embers',26,0,,,,
